lat,lon,date,Max temp,Min temp,Total Precip,Max daily precip,Rain days,Max sustained wind
-45.300763,166.977859,2022-11-22,63℉,51℉,0.09in,0.09in,1.0,25mph
-37.664194,176.175121,2022-11-22,71℉,58℉,0.20in,0.20in,1.0,25mph
-37.655801,176.181217,2022-11-23,70℉,56℉,1.4in,1.4in,1.0,30mph
-44.36534212,168.0018139,2022-11-24,56℉,42℉,1.9in,1.9in,1.0,10mph
-37.619496,176.163645,2022-11-24,69℉,58℉,0.24in,0.24in,1.0,24mph
-36.823023,174.76693,2022-11-25,66℉,56℉,0.12in,0.12in,1.0,26mph
-37.640352,176.169688,2022-11-25,68℉,51℉,0.22in,0.22in,1.0,20mph
-41.229107,174.870884,2022-11-26,64℉,57℉,0in,0in,0,25mph
-37.983085,177.07437,2022-11-27,67℉,54℉,0.49in,0.49in,1.0,20mph
-44.701413,168.347144,2022-11-27,61℉,42℉,0.18in,0.18in,1.0,13mph
-43.609,172.717121,2022-11-27,54℉,50℉,0.66in,0.66in,1.0,15mph
-43.609,172.717121,2022-11-27,54℉,50℉,0.66in,0.66in,1.0,15mph
-45.786986,170.718025,2022-11-27,55℉,40℉,0.08in,0.08in,1.0,8.1mph
-43.60892307,172.7167726,2022-11-28,62℉,45℉,0.01in,0.01in,1.0,20mph
-43.60892307,172.7167726,2022-11-28,62℉,45℉,0.01in,0.01in,1.0,20mph
-37.656992,176.181043,2022-11-28,70℉,56℉,0.02in,0.02in,1.0,23mph
-37.544051,175.155229,2022-11-28,66℉,55℉,0.13in,0.13in,1.0,20mph
-43.511087,172.683105,2022-11-28,63℉,45℉,0.01in,0.01in,1.0,21mph
-44.72111,168.337483,2022-11-28,60℉,44℉,0in,0in,0,12mph
-36.843139,174.78364,2022-11-29,71℉,55℉,0in,0in,0,11mph
-37.651012,176.181988,2022-11-29,67℉,50℉,0in,0in,0,11mph
-39.045991,177.433025,2022-11-30,72℉,59℉,0.14in,0.14in,1.0,17mph
-44.386384,171.264473,2022-11-30,61℉,50℉,0.17in,0.17in,1.0,22mph
-37.656078,176.180938,2022-11-30,69℉,57℉,0.71in,0.71in,1.0,17mph
-36.841897,174.768645,2022-11-30,72℉,59℉,0.55in,0.55in,1.0,24mph
-44.842544,168.693281,2022-11-30,59℉,48℉,0.19in,0.19in,1.0,26mph
-41.261711,173.265123,2022-11-30,68℉,56℉,0.28in,0.28in,1.0,20mph
-35.849338,174.525075,2022-12-01,66℉,56℉,0.01in,0.01in,1.0,22mph
-37.66090252,176.1756999,2022-12-02,71℉,56℉,0in,0in,0,17mph
-36.588259,174.703827,2022-12-02,67℉,59℉,0in,0in,0,20mph
-45.036252,168.656177,2022-12-02,58℉,45℉,0.00in,0.00in,1.0,30mph
,,2022-12-02,90℉,73℉,0in,0in,0,6.9mph
-41.10077,174.866254,2022-12-05,67℉,59℉,0in,0in,0,24mph
-44.926667,-173.17,2022-12-06,52℉,48℉,0.09in,0.09in,1.0,33mph
-38.185947,174.001623,2022-12-06,66℉,59℉,0in,0in,0,13mph
-37.660839,176.175941,2022-12-07,67℉,58℉,0.02in,0.02in,1.0,20mph
-36.832583,174.833367,2022-12-07,68℉,58℉,0.47in,0.47in,1.0,21mph
-35.350871,174.349354,2022-12-08,62℉,58℉,0.93in,0.93in,1.0,27mph
-35.86155,174.506329,2022-12-08,62℉,58℉,0.85in,0.85in,1.0,49mph
-41.266211,174.788049,2022-12-08,66℉,52℉,0in,0in,0,15mph
-36.841116,174.78279,2022-12-08,68℉,59℉,0.02in,0.02in,1.0,22mph
-54.633326,158.911292,2022-12-08,45℉,43℉,0.28in,0.28in,1.0,30mph
-43.77236,-178.343604,2022-12-09,61℉,59℉,0.15in,0.15in,1.0,32mph
-40.801336,172.86159,2022-12-11,70℉,57℉,0.02in,0.02in,1.0,18mph
-37.54,176.523333,2022-12-12,74℉,65℉,0.02in,0.02in,1.0,12mph
-41.226,174.349,2022-12-12,70℉,59℉,0.00in,0.00in,1.0,16mph
-38.670907,178.030045,2022-12-12,73℉,62℉,0in,0in,0,11mph
-49.664011,178.812259,2022-12-13,50℉,47℉,0in,0in,0,21mph
-37.634842,176.176521,2022-12-13,73℉,65℉,0.53in,0.53in,1.0,16mph
-41.365981,174.818013,2022-12-14,75℉,63℉,0.00in,0.00in,1.0,18mph
-44.800195,168.387769,2022-12-14,69℉,49℉,0.22in,0.22in,1.0,13mph
-37.510525,176.281747,2022-12-15,66℉,62℉,2.3in,2.3in,1.0,26mph
-36.939162,174.457094,2022-12-15,74℉,63℉,0.59in,0.59in,1.0,15mph
-37.660204,176.175995,2022-12-16,72℉,66℉,0.22in,0.22in,1.0,14mph
-37.006855,174.832579,2022-12-16,75℉,66℉,0.02in,0.02in,1.0,11mph
-41.302469,174.807985,2022-12-16,73℉,66℉,0.00in,0.00in,1.0,23mph
-41.106604,173.666811,2022-12-16,82℉,63℉,0.04in,0.04in,1.0,31mph
-41.252135,174.395163,2022-12-17,67℉,60℉,0.10in,0.10in,1.0,18mph
-48.065232,166.642342,2022-12-18,53℉,49℉,0.01in,0.01in,1.0,18mph
-42.404193,173.85109,2022-12-18,62℉,56℉,0.13in,0.13in,1.0,20mph
-37.660009,176.18093,2022-12-18,75℉,66℉,0.16in,0.16in,1.0,11mph
-36.95575,174.464205,2022-12-18,76℉,64℉,0.36in,0.36in,1.0,20mph
-41.030442,173.892692,2022-12-18,71℉,56℉,0.33in,0.33in,1.0,19mph
-41.259823,174.022521,2022-12-19,66℉,58℉,0.05in,0.05in,1.0,16mph
-36.809766,175.025336,2022-12-19,75℉,61℉,0in,0in,0,11mph
-43.704,174.2666,2022-12-19,56℉,54℉,0.01in,0.01in,1.0,15mph
-39.994537,174.82014,2022-12-19,70℉,59℉,0.10in,0.10in,1.0,12mph
-43.606542,172.718246,2022-12-20,60℉,55℉,1.0in,1.0in,1.0,12mph
-37.650518,176.178821,2022-12-20,74℉,64℉,0.10in,0.10in,1.0,18mph
-41.300986,174.115566,2022-12-20,65℉,58℉,0.25in,0.25in,1.0,24mph
-36.851638,174.700086,2022-12-20,76℉,63℉,0.03in,0.03in,1.0,17mph
-47.765,169.666667,2022-12-20,50℉,48℉,0in,0in,0,17mph
-46.590833,168.335346,2022-12-21,62℉,50℉,0in,0in,0,15mph
-45.909716,170.512467,2022-12-21,60℉,50℉,0.02in,0.02in,1.0,17mph
-45.983333,170.8,2022-12-21,60℉,50℉,0.02in,0.02in,1.0,17mph
-35.193424,174.302909,2022-12-22,77℉,58℉,0in,0in,0,11mph
-37.635103,176.16495,2022-12-22,70℉,61℉,0.40in,0.40in,1.0,13mph
-35.03762,173.914226,2022-12-22,77℉,56℉,0in,0in,0,13mph
-39.05169,173.974081,2022-12-22,72℉,59℉,0.33in,0.33in,1.0,15mph
-37.660422,176.176435,2022-12-23,74℉,61℉,0.12in,0.12in,1.0,16mph
-37.623934,176.207522,2022-12-23,74℉,61℉,0.12in,0.12in,1.0,16mph
-37.661692,176.175793,2022-12-23,74℉,61℉,0.12in,0.12in,1.0,16mph
-43.609891,172.723323,2022-12-24,69℉,58℉,0in,0in,0,17mph
-43.612709,172.718014,2022-12-24,69℉,58℉,0in,0in,0,17mph
-44.653275,169.145306,2022-12-24,68℉,51℉,0.02in,0.02in,1.0,11mph
-37.024422,175.881317,2022-12-24,76℉,58℉,0in,0in,0,16mph
-37.62272,176.185192,2022-12-24,76℉,61℉,0in,0in,0,16mph
-36.637854,174.723701,2022-12-24,74℉,64℉,0in,0in,0,14mph
-50.738451,166.873013,2022-12-24,56℉,48℉,0in,0in,0,15mph
-43.462004,172.576173,2022-12-25,71℉,59℉,0in,0in,0,20mph
-42.398773,173.693007,2022-12-25,68℉,57℉,0.01in,0.01in,1.0,11mph
-37.284263,174.652013,2022-12-26,77℉,63℉,0.94in,0.94in,1.0,14mph
-43.516126,172.681169,2022-12-28,70℉,53℉,0in,0in,0,21mph
-37.201716,175.879695,2022-12-29,74℉,63℉,0in,0in,0,13mph
-44.27989,171.349358,2022-12-29,80℉,51℉,0in,0in,0,13mph
-36.786729,175.494173,2022-12-30,81℉,59℉,0in,0in,0,18mph
-37.618779,176.174079,2022-12-30,85℉,62℉,0in,0in,0,18mph
-44.680704,169.188907,2022-12-30,65℉,50℉,0.21in,0.21in,1.0,17mph
-37.619621,176.179061,2022-12-30,85℉,62℉,0in,0in,0,18mph
-35.136667,174.532167,2022-12-30,78℉,61℉,0.01in,0.01in,1.0,10mph
-41.365069,174.63689,2022-12-31,65℉,57℉,0.00in,0.00in,1.0,21mph
-35.257443,174.137217,2022-12-31,74℉,56℉,0.01in,0.01in,1.0,14mph
-35.257443,174.137217,2022-12-31,74℉,56℉,0.01in,0.01in,1.0,14mph
-39.463551,176.914545,2022-12-31,67℉,53℉,0.02in,0.02in,1.0,16mph
-41.215418,174.321948,2023-01-01,63℉,56℉,0in,0in,0,19mph
-38.692764,175.950637,2023-01-01,63℉,48℉,0in,0in,0,18mph
-37.013341,175.868615,2023-01-02,67℉,64℉,0.14in,0.14in,1.0,21mph
-37.665978,176.1756,2023-01-03,72℉,62℉,0.14in,0.14in,1.0,24mph
-41.135745,174.173641,2023-01-03,70℉,57℉,0in,0in,0,11mph
-54.541821,168.766873,2023-01-04,53℉,49℉,0.35in,0.35in,1.0,30mph
-36.722833,174.842033,2023-01-04,70℉,65℉,0.16in,0.16in,1.0,29mph
-36.722833,174.842033,2023-01-04,70℉,65℉,0.16in,0.16in,1.0,29mph
-36.832697,174.811233,2023-01-04,70℉,64℉,0.11in,0.11in,1.0,29mph
-38.37769,178.313501,2023-01-04,71℉,60℉,0.09in,0.09in,1.0,17mph
-43.909191,174.164101,2023-01-04,63℉,62℉,0in,0in,0,33mph
-38.367128,178.306879,2023-01-04,71℉,60℉,0.09in,0.09in,1.0,17mph
-34.897584,173.37216,2023-01-05,70℉,67℉,1.9in,1.9in,1.0,21mph
-73.1019444,178.5419444,2023-01-05,31℉,30℉,0.22in,0.22in,1.0,27mph
-37.694941,176.287537,2023-01-06,69℉,66℉,0.45in,0.45in,1.0,21mph
-41.259544,173.273778,2023-01-07,73℉,65℉,0.44in,0.44in,1.0,8.1mph
-36.826542,174.90552,2023-01-07,72℉,66℉,0.27in,0.27in,1.0,9.2mph
-36.826542,174.90552,2023-01-07,72℉,66℉,0.27in,0.27in,1.0,9.2mph
-37.660926,176.181082,2023-01-08,77℉,63℉,0.04in,0.04in,1.0,10mph
-38.711808,176.080019,2023-01-08,73℉,59℉,0.03in,0.03in,1.0,21mph
-35.832276,174.486006,2023-01-09,71℉,67℉,0.07in,0.07in,1.0,21mph
-37.655179,176.181061,2023-01-09,79℉,65℉,0.02in,0.02in,1.0,22mph
-36.789129,175.164871,2023-01-09,77℉,66℉,0.11in,0.11in,1.0,21mph
-37.28167,175.9037,2023-01-09,76℉,66℉,0.06in,0.06in,1.0,22mph
-44.644904,167.903773,2023-01-09,77℉,56℉,0in,0in,0,18mph
-36.339098,174.782083,2023-01-10,67℉,61℉,2.4in,2.4in,1.0,29mph
-36.514892,177.441556,2023-01-10,69℉,67℉,3.5in,3.5in,1.0,44mph
-38.323726,173.222102,2023-01-10,69℉,67℉,0.64in,0.64in,1.0,28mph
-39.12686432,177.8087425,2023-01-11,68℉,61℉,1.7in,1.7in,1.0,20mph
-35.227928,174.188747,2023-01-12,76℉,62℉,0.01in,0.01in,1.0,12mph
-37.895453,175.482847,2023-01-13,74℉,57℉,0.00in,0.00in,1.0,9.9mph
-36.944067,176.090567,2023-01-13,68℉,59℉,0.09in,0.09in,1.0,17mph
-38.71585,176.071,2023-01-13,70℉,45℉,0in,0in,0,17mph
-35.83826,174.574,2023-01-13,68℉,63℉,0.23in,0.23in,1.0,15mph
-36.78122,174.988311,2023-01-14,71℉,62℉,0.07in,0.07in,1.0,11mph
-37.861406,176.980027,2023-01-14,72℉,59℉,0.99in,0.99in,1.0,11mph
-35.205005,174.127393,2023-01-14,71℉,59℉,0.18in,0.18in,1.0,13mph
-43.619112,172.6762,2023-01-14,70℉,47℉,0in,0in,0,12mph
-40.549967,175.192537,2023-01-14,70℉,52℉,0in,0in,0,14mph
-35.76236,174.35198,2023-01-15,71℉,59℉,0.00in,0.00in,1.0,11mph
-39.472269,176.920084,2023-01-15,70℉,58℉,0in,0in,0,11mph
-37.28167,175.9037,2023-01-15,73℉,61℉,0.01in,0.01in,1.0,14mph
-36.473318,175.331404,2023-01-15,73℉,62℉,0.01in,0.01in,1.0,15mph
-35.16146,174.609629,2023-01-15,71℉,58℉,0.01in,0.01in,1.0,12mph
-36.84034,174.7507,2023-01-15,75℉,62℉,0in,0in,0,10mph
-41.26134,173.269375,2023-01-16,71℉,59℉,0in,0in,0,18mph
-36.981436,175.458252,2023-01-16,72℉,60℉,0.05in,0.05in,1.0,11mph
,,2023-01-16,87℉,52℉,0in,0in,0,5.8mph
-37.093743,175.887399,2023-01-18,75℉,58℉,0.02in,0.02in,1.0,13mph
-37.093353,175.887228,2023-01-18,75℉,58℉,0.02in,0.02in,1.0,13mph
-43.60587,172.71607,2023-01-19,71℉,59℉,0in,0in,0,24mph
-37.642876,176.166797,2023-01-19,82℉,65℉,0in,0in,0,13mph
-36.71313,175.431,2023-01-20,77℉,63℉,0in,0in,0,18mph
-61.2533333,175.9241667,2023-01-20,40℉,38℉,0in,0in,0,22mph
-36.826565,174.422914,2023-01-21,75℉,66℉,0in,0in,0,17mph
-43.56862,-176.81107,2023-01-21,70℉,53℉,0.01in,0.01in,1.0,22mph
-36.828158,174.74764,2023-01-21,75℉,66℉,0in,0in,0,17mph
-36.82330209,174.8420879,2023-01-22,77℉,63℉,0in,0in,0,15mph
-41.258528,174.859712,2023-01-22,73℉,57℉,0in,0in,0,23mph
-41.254074,174.892396,2023-01-22,73℉,57℉,0in,0in,0,23mph
-44.610696,167.865715,2023-01-23,68℉,49℉,0in,0in,0,15mph
-36.83863,174.754534,2023-01-23,73℉,63℉,0in,0in,0,11mph
-35.236572,174.164292,2023-01-24,74℉,61℉,0.04in,0.04in,1.0,15mph
-35.237883,174.176008,2023-01-24,74℉,61℉,0.04in,0.04in,1.0,15mph
-35.233809,174.167448,2023-01-24,74℉,61℉,0.04in,0.04in,1.0,15mph
-37.681086,176.171142,2023-01-25,72℉,61℉,0.56in,0.56in,1.0,13mph
-35.230527,174.177343,2023-01-25,71℉,60℉,0.01in,0.01in,1.0,19mph
,,2023-01-26,85℉,54℉,0in,0in,0,4.7mph
-44.031188,-176.323771,2023-01-26,69℉,51℉,0in,0in,0,16mph
-41.22744211,173.9650512,2023-01-26,71℉,63℉,0.00in,0.00in,1.0,20mph
-36.84028,174.764743,2023-01-27,68℉,63℉,4.2in,4.2in,1.0,25mph
-41.368,174.704,2023-01-28,63℉,59℉,0.52in,0.52in,1.0,29mph
-37.62,176.2466,2023-01-28,72℉,67℉,3.4in,3.4in,1.0,23mph
-36.765519,174.738171,2023-01-28,75℉,68℉,6.7in,6.7in,1.0,28mph
,,2023-01-28,82℉,57℉,0in,0in,0,6.9mph
-37.629768,176.178805,2023-01-29,71℉,69℉,2.6in,2.6in,1.0,23mph
-39.626428,173.305326,2023-01-29,69℉,65℉,0.34in,0.34in,1.0,33mph
-37.625558,176.164972,2023-01-30,74℉,68℉,0.00in,0.00in,1.0,18mph
-37.652932,176.179059,2023-01-30,74℉,68℉,0in,0in,0,18mph
-39.945429,174.990203,2023-01-30,72℉,64℉,0.01in,0.01in,1.0,15mph
-36.8448,175.149275,2023-01-30,71℉,67℉,0.46in,0.46in,1.0,16mph
-36.844944,174.784107,2023-01-30,71℉,67℉,0.51in,0.51in,1.0,16mph
-41.25335508,173.9665103,2023-01-31,69℉,64℉,0in,0in,0,9.9mph
-45.457657,167.152129,2023-02-01,72℉,60℉,0.00in,0.00in,1.0,23mph
-37.63962,176.177251,2023-02-02,72℉,70℉,0.29in,0.29in,1.0,18mph
-35.166167,174.338632,2023-02-02,79℉,68℉,0.02in,0.02in,1.0,14mph
-39.69835,177.281846,2023-02-02,74℉,64℉,0.08in,0.08in,1.0,21mph
-46.594216,168.331742,2023-02-02,82℉,63℉,0.12in,0.12in,1.0,9.2mph
-47.15775394,167.7095659,2023-02-02,74℉,61℉,0.10in,0.10in,1.0,20mph
-43.48535388,172.7250803,2023-02-04,91℉,61℉,0in,0in,0,20mph
-36.942894,174.463106,2023-02-04,77℉,70℉,0.02in,0.02in,1.0,13mph
-36.796667,174.970033,2023-02-05,77℉,66℉,0in,0in,0,17mph
-37.639696,176.165931,2023-02-05,74℉,68℉,0.00in,0.00in,1.0,15mph
-37.639696,176.165931,2023-02-05,74℉,68℉,0.00in,0.00in,1.0,15mph
-41.27283951,174.7880924,2023-02-05,75℉,63℉,0.01in,0.01in,1.0,31mph
-35.83783784,174.5620689,2023-02-05,77℉,65℉,0in,0in,0,14mph
-43.80915488,172.9602103,2023-02-05,82℉,66℉,0.08in,0.08in,1.0,39mph
-45.946169,170.335831,2023-02-05,76℉,61℉,0.03in,0.03in,1.0,20mph
-37.75516,176.414272,2023-02-05,74℉,68℉,0in,0in,0,14mph
-36.905196,174.447441,2023-02-05,77℉,66℉,0in,0in,0,17mph
-36.842249,174.781016,2023-02-07,74℉,62℉,0in,0in,0,15mph
-37.640651,176.181603,2023-02-07,76℉,58℉,0in,0in,0,16mph
-37.640651,176.181603,2023-02-07,76℉,58℉,0in,0in,0,16mph
-35.914938,177.963534,2023-02-07,70℉,68℉,0.04in,0.04in,1.0,14mph
-41.25624539,173.2846757,2023-02-08,77℉,64℉,0in,0in,0,23mph
-43.353796,173.518457,2023-02-08,76℉,56℉,0in,0in,0,47mph
-41.382416,174.70406,2023-02-10,70℉,56℉,0in,0in,0,14mph
-41.40395003,174.8443695,2023-02-11,68℉,57℉,0in,0in,0,16mph
-44.717701,168.278519,2023-02-11,70℉,47℉,0in,0in,0,12mph
-44.71781147,168.2794229,2023-02-12,74℉,51℉,0in,0in,0,12mph
-36.08996518,175.3070469,2023-02-12,67℉,63℉,1.9in,1.9in,1.0,75mph
-42.38703,171.4309103,2023-02-12,75℉,57℉,0in,0in,0,14mph
-38.57122,172.817876,2023-02-12,68℉,65℉,0.20in,0.20in,1.0,30mph
-41.22,174.33,2023-02-13,69℉,62℉,0.01in,0.01in,1.0,29mph
-45.83345419,170.6139382,2023-02-13,78℉,46℉,0in,0in,0,24mph
-44.83039758,168.364905,2023-02-13,77℉,53℉,0in,0in,0,15mph
-43.432027,172.716415,2023-02-13,73℉,49℉,0in,0in,0,20mph
,,2023-02-13,95℉,57℉,0in,0in,0,8.1mph
-37.114018,175.871864,2023-02-14,74℉,64℉,3.4in,3.4in,1.0,29mph
-41.25753168,173.2852044,2023-02-16,71℉,60℉,0.08in,0.08in,1.0,13mph
-43.613055,172.72039,2023-02-16,67℉,57℉,0.89in,0.89in,1.0,24mph
-41.278379,174.840606,2023-02-17,65℉,59℉,0.01in,0.01in,1.0,28mph
-37.620165,176.156994,2023-02-17,73℉,62℉,0.00in,0.00in,1.0,11mph
-37.621541,176.154312,2023-02-17,73℉,62℉,0.00in,0.00in,1.0,11mph
-45.048629,168.632675,2023-02-17,74℉,49℉,0in,0in,0,22mph
-45.584154,166.66573,2023-02-18,76℉,57℉,0in,0in,0,15mph
-37.621335,176.175837,2023-02-18,72℉,58℉,0.02in,0.02in,1.0,11mph
-37.639134,176.167723,2023-02-18,72℉,58℉,0.02in,0.02in,1.0,11mph
-37.621837,176.169655,2023-02-19,75℉,64℉,0in,0in,0,17mph
-42.856666,173.83833,2023-02-19,76℉,58℉,0.01in,0.01in,1.0,24mph
-41.255011,174.886791,2023-02-19,72℉,60℉,0in,0in,0,26mph
-41.257237,174.39913,2023-02-19,71℉,59℉,0in,0in,0,24mph
-43.605016,172.71996,2023-02-19,83℉,61℉,0in,0in,0,12mph
-46.63271505,168.3690022,2023-02-20,72℉,45℉,0in,0in,0,11mph
-41.275059,174.848719,2023-02-20,74℉,64℉,0in,0in,0,24mph
-41.281974,174.007849,2023-02-20,72℉,62℉,0in,0in,0,20mph
-37.642383,176.173599,2023-02-20,75℉,60℉,0in,0in,0,11mph
-36.842795,174.766957,2023-02-20,75℉,59℉,0in,0in,0,15mph
-43.611686,172.724459,2023-02-21,86℉,56℉,0in,0in,0,17mph
-36.840867,174.782721,2023-02-21,75℉,61℉,0.01in,0.01in,1.0,13mph
-36.7,174.84,2023-02-21,75℉,61℉,0.01in,0.01in,1.0,13mph
-37.636828,176.165599,2023-02-22,78℉,61℉,0in,0in,0,13mph
-44.846437,168.352475,2023-02-22,58℉,48℉,1.2in,1.2in,1.0,18mph
-35.83618505,174.4977207,2023-02-22,76℉,61℉,0.01in,0.01in,1.0,9.3mph
-40.812512,172.896598,2023-02-23,66℉,56℉,0.39in,0.39in,1.0,19mph
-37.633778,176.163563,2023-02-23,74℉,59℉,0.53in,0.53in,1.0,15mph
-37.6490051,176.190191,2023-02-23,74℉,59℉,0.53in,0.53in,1.0,15mph
-41.271742,174.787749,2023-02-23,59℉,56℉,0.55in,0.55in,1.0,28mph
-41.279,174.783,2023-02-24,63℉,56℉,0.13in,0.13in,1.0,24mph
-43.914368,168.908514,2023-02-24,70℉,49℉,0in,0in,0,18mph
-41.142252,173.495233,2023-02-24,68℉,54℉,0.00in,0.00in,1.0,16mph
-44.72842,168.33123,2023-02-24,67℉,45℉,0in,0in,0,14mph
-41.266171,174.787581,2023-02-24,63℉,56℉,0.12in,0.12in,1.0,24mph
-41.26198,174.790253,2023-02-25,63℉,57℉,0.04in,0.04in,1.0,25mph
-36.7842669,174.8977089,2023-02-25,70℉,59℉,0.97in,0.97in,1.0,22mph
-45.814834,170.62445,2023-02-25,72℉,43℉,0in,0in,0,14mph
-36.83148095,174.8010477,2023-02-26,75℉,59℉,0.01in,0.01in,1.0,13mph
-41.258429,173.284089,2023-02-26,69℉,57℉,0.55in,0.55in,1.0,15mph
-43.557455,172.704492,2023-02-26,69℉,55℉,0.01in,0.01in,1.0,15mph
-44.555488,167.775697,2023-02-26,70℉,56℉,0in,0in,0,13mph
-44.555488,167.775697,2023-02-26,70℉,56℉,0in,0in,0,13mph
-39.48018,175.038161,2023-02-26,65℉,51℉,0.07in,0.07in,1.0,15mph
-36.83980063,174.7902017,2023-02-26,75℉,59℉,0.01in,0.01in,1.0,13mph
-43.485142,172.725221,2023-02-26,69℉,55℉,0.00in,0.00in,1.0,15mph
-39.929854,175.05793,2023-02-27,66℉,51℉,0.09in,0.09in,1.0,12mph
-39.0538,174.035744,2023-02-27,73℉,54℉,0.01in,0.01in,1.0,15mph
-35.471549,174.734686,2023-03-01,74℉,59℉,0.00in,0.00in,1.0,8.0mph
-43.583471,172.825627,2023-03-02,83℉,61℉,0in,0in,0,13mph
-42.43802,171.190181,2023-03-04,67℉,56℉,0.91in,0.91in,1.0,18mph
-41.265364,174.788082,2023-03-04,68℉,61℉,0.19in,0.19in,1.0,15mph
-44.280305,170.063973,2023-03-04,61℉,48℉,0.02in,0.02in,1.0,15mph
-37.948885,177.004288,2023-03-04,76℉,63℉,0in,0in,0,12mph
-41.26518,174.78808,2023-03-06,64℉,56℉,0.35in,0.35in,1.0,23mph
-36.82468,174.639389,2023-03-06,71℉,61℉,0in,0in,0,15mph
-41.256052,173.282223,2023-03-06,68℉,49℉,0.04in,0.04in,1.0,15mph
-41.268048,174.786957,2023-03-07,68℉,50℉,0in,0in,0,17mph
-36.84319008,174.7811186,2023-03-07,73℉,56℉,0in,0in,0,16mph
-36.84319008,174.7811186,2023-03-07,73℉,56℉,0in,0in,0,16mph
-36.8803846,174.9018809,2023-03-07,73℉,56℉,0in,0in,0,16mph
-43.60927593,172.7330268,2023-03-07,66℉,46℉,0in,0in,0,17mph
-41.27713,174.78956,2023-03-07,68℉,50℉,0in,0in,0,17mph
-36.83285311,174.8301037,2023-03-07,73℉,56℉,0in,0in,0,16mph
-39.05607,174.034662,2023-03-08,72℉,48℉,0in,0in,0,15mph
-37.620134,176.170542,2023-03-08,75℉,57℉,0in,0in,0,20mph
-36.831698,175.816464,2023-03-09,73℉,57℉,0in,0in,0,13mph
-37.296581,176.271549,2023-03-09,76℉,60℉,0in,0in,0,14mph
-41.304691,173.190671,2023-03-09,74℉,60℉,0in,0in,0,29mph
-38.76565748,177.9666225,2023-03-09,80℉,56℉,0in,0in,0,11mph
-37.056965,174.513403,2023-03-09,72℉,57℉,0in,0in,0,14mph
-43.900675,172.922801,2023-03-10,69℉,57℉,0in,0in,0,23mph
-39.476171,176.920566,2023-03-10,80℉,62℉,0.98in,0.98in,1.0,14mph
-44.39284,171.258359,2023-03-10,68℉,56℉,0.01in,0.01in,1.0,10mph
-39.457926,176.9125278,2023-03-10,80℉,62℉,0.98in,0.98in,1.0,14mph
-44.392367,171.259128,2023-03-10,68℉,56℉,0.01in,0.01in,1.0,10mph
-42.3704534,173.7384385,2023-03-11,71℉,57℉,0in,0in,0,10mph
-40.47255213,175.2351915,2023-03-11,72℉,59℉,0in,0in,0,9.2mph
-36.905317,174.87363,2023-03-11,72℉,65℉,0.02in,0.02in,1.0,21mph
-36.844718,174.831269,2023-03-11,72℉,65℉,0.02in,0.02in,1.0,21mph
-43.510394,172.735273,2023-03-11,71℉,49℉,0.01in,0.01in,1.0,16mph
-37.657668,176.216514,2023-03-12,76℉,58℉,0in,0in,0,14mph
-40.64522,172.934418,2023-03-12,75℉,60℉,0in,0in,0,25mph
-37.664577,176.180136,2023-03-12,76℉,58℉,0in,0in,0,14mph
-43.506753,172.732448,2023-03-12,75℉,49℉,0in,0in,0,14mph
-41.25555,173.281943,2023-03-13,74℉,54℉,0in,0in,0,22mph
-41.25555,173.281943,2023-03-13,74℉,54℉,0in,0in,0,22mph
-41.25555,173.281943,2023-03-13,74℉,54℉,0in,0in,0,22mph
-41.25555,173.281943,2023-03-13,74℉,54℉,0in,0in,0,22mph
-37.613214,176.159569,2023-03-13,71℉,61℉,0.01in,0.01in,1.0,18mph
-35.244696,174.226109,2023-03-13,70℉,57℉,0in,0in,0,9.2mph
-39.458911,173.855539,2023-03-13,69℉,56℉,0.18in,0.18in,1.0,23mph
-44.684007,167.910952,2023-03-13,66℉,49℉,2.5in,2.5in,1.0,9.2mph
-43.383491,172.658861,2023-03-14,68℉,45℉,0.00in,0.00in,1.0,9.1mph
-41.133129,173.431846,2023-03-14,67℉,49℉,0.00in,0.00in,1.0,15mph
-41.133129,173.431846,2023-03-14,67℉,49℉,0.00in,0.00in,1.0,15mph
-39.907169,175.059463,2023-03-15,69℉,42℉,0.00in,0.00in,1.0,8.4mph
-41.098176,173.858514,2023-03-15,67℉,55℉,0in,0in,0,15mph
-41.265202,174.787988,2023-03-16,70℉,59℉,0in,0in,0,24mph
-36.823407,174.723834,2023-03-16,73℉,56℉,0.01in,0.01in,1.0,21mph
-40.965061,174.012927,2023-03-17,70℉,62℉,0.38in,0.38in,1.0,33mph
-36.838054,174.752669,2023-03-17,75℉,64℉,0.31in,0.31in,1.0,17mph
-37.21465,175.883098,2023-03-18,76℉,63℉,0.54in,0.54in,1.0,18mph
-36.840642,174.764658,2023-03-18,73℉,63℉,0.48in,0.48in,1.0,16mph
-36.840642,174.764658,2023-03-18,73℉,63℉,0.48in,0.48in,1.0,16mph
-37.62006,176.170376,2023-03-18,77℉,65℉,0.67in,0.67in,1.0,18mph
-37.818565,174.827826,2023-03-18,72℉,57℉,0.21in,0.21in,1.0,16mph
-45.612451,170.680386,2023-03-18,68℉,44℉,0.07in,0.07in,1.0,12mph
-46.591861,168.335289,2023-03-21,53℉,49℉,2.0in,2.0in,1.0,37mph
-45.717531,166.977678,2023-03-21,63℉,47℉,2.1in,2.1in,1.0,14mph
-35.47195874,174.7350472,2023-03-21,71℉,59℉,0.02in,0.02in,1.0,20mph
