lat,lon,date,Max temp,Min temp,Total Precip,Max daily precip,Rain days,Max sustained wind
-36.84336,174.783826,2023-03-22,66℉,56℉,0.07in,0.07in,1.0,17mph
-43.607607,172.714249,2023-03-23,62℉,47℉,0.00in,0.00in,1.0,16mph
-35.272785,174.082219,2023-03-23,69℉,51℉,0in,0in,0,9.2mph
-36.83911478,174.7845231,2023-03-23,70℉,52℉,0in,0in,0,11mph
-36.839115,174.784523,2023-03-24,68℉,52℉,0in,0in,0,10mph
-43.70263,173.176804,2023-03-24,58℉,50℉,0in,0in,0,17mph
-41.256775,174.02584,2023-03-24,63℉,55℉,0in,0in,0,18mph
-36.627781,174.759229,2023-03-24,68℉,52℉,0in,0in,0,10mph
-36.515638,175.667473,2023-03-25,71℉,49℉,0.01in,0.01in,1.0,12mph
-35.311054,174.118373,2023-03-26,76℉,52℉,0in,0in,0,11mph
-45.00293,168.841769,2023-03-26,63℉,46℉,0in,0in,0,18mph
-37.64864,176.182011,2023-03-27,71℉,61℉,0.01in,0.01in,1.0,11mph
-35.942395,174.552168,2023-03-27,72℉,62℉,0in,0in,0,7.6mph
-41.283347,174.576362,2023-03-28,67℉,48℉,0.49in,0.49in,1.0,37mph
-36.82303,174.72641,2023-03-28,68℉,59℉,0.04in,0.04in,1.0,15mph
-43.571211,172.771359,2023-03-28,64℉,41℉,0.57in,0.57in,1.0,26mph
-36.847144,175.451063,2023-03-29,64℉,50℉,0.00in,0.00in,1.0,22mph
-36.809695,174.647432,2023-03-29,63℉,53℉,0.04in,0.04in,1.0,22mph
-35.89655962,174.5506096,2023-03-29,64℉,54℉,0.02in,0.02in,1.0,18mph
-41.583333,175.533333,2023-03-29,54℉,48℉,0.35in,0.35in,1.0,36mph
-38.966667,178.05,2023-03-29,55℉,48℉,0.95in,0.95in,1.0,30mph
-37.643976,176.181439,2023-03-30,67℉,46℉,0in,0in,0,20mph
-35.83535006,174.5079002,2023-03-30,65℉,46℉,0in,0in,0,9.2mph
-36.84088039,174.7725463,2023-03-31,68℉,48℉,0in,0in,0,11mph
-44.744901,168.332173,2023-03-31,63℉,39℉,0in,0in,0,10mph
-40.900421,176.225577,2023-04-01,65℉,57℉,0.04in,0.04in,1.0,22mph
-41.1625,173.2711108,2023-04-01,66℉,57℉,1.00in,1.00in,1.0,31mph
-41.0916,173.16,2023-04-01,66℉,57℉,0.95in,0.95in,1.0,30mph
-43.604468,172.718038,2023-04-02,68℉,52℉,0in,0in,0,21mph
-43.604468,172.718038,2023-04-02,68℉,52℉,0in,0in,0,21mph
-28.55,161.75,2023-04-05,75℉,71℉,0.74in,0.74in,1.0,29mph
-37.646892,176.18142,2023-04-06,65℉,52℉,0.16in,0.16in,1.0,8.0mph
-45.061146,168.616694,2023-04-06,57℉,41℉,0.01in,0.01in,1.0,20mph
-37.58651,176.189928,2023-04-06,65℉,52℉,0.16in,0.16in,1.0,8.0mph
-42.349458,171.513854,2023-04-06,62℉,47℉,0.17in,0.17in,1.0,18mph
-38.078566,176.303932,2023-04-07,71℉,57℉,0.07in,0.07in,1.0,19mph
-37.644518,176.17229,2023-04-07,75℉,58℉,0.08in,0.08in,1.0,18mph
-43.605915,172.719512,2023-04-08,57℉,47℉,0in,0in,0,19mph
-37.58651,176.189928,2023-04-08,71℉,56℉,0in,0in,0,13mph
-37.6111955,176.1577914,2023-04-08,71℉,56℉,0in,0in,0,13mph
-37.281229,175.90365,2023-04-08,71℉,58℉,0in,0in,0,13mph
-36.692479,174.969893,2023-04-08,70℉,56℉,0in,0in,0,14mph
-42.4233333,174.3383333,2023-04-08,56℉,51℉,0.00in,0.00in,1.0,12mph
-37.66142993,176.1753378,2023-04-09,70℉,50℉,0.16in,0.16in,1.0,16mph
-36.73100817,174.9445242,2023-04-09,71℉,51℉,0.02in,0.02in,1.0,21mph
-36.83357,174.81123,2023-04-09,72℉,51℉,0.02in,0.02in,1.0,21mph
-36.83357,174.81123,2023-04-09,72℉,51℉,0.02in,0.02in,1.0,21mph
-42.935,176.801944,2023-04-10,64℉,62℉,0.15in,0.15in,1.0,24mph
-37.281441,175.904821,2023-04-10,73℉,60℉,1.2in,1.2in,1.0,21mph
-36.764655,175.489042,2023-04-10,73℉,59℉,0.71in,0.71in,1.0,17mph
-35.78506029,174.3643355,2023-04-10,76℉,61℉,0.22in,0.22in,1.0,14mph
-35.78506029,174.3643355,2023-04-10,76℉,61℉,0.22in,0.22in,1.0,14mph
-35.78506029,174.3643355,2023-04-10,76℉,61℉,0.22in,0.22in,1.0,14mph
-36.838385,174.743271,2023-04-11,72℉,61℉,0.08in,0.08in,1.0,21mph
-36.832103,175.709678,2023-04-11,71℉,52℉,0.06in,0.06in,1.0,25mph
-36.832103,175.709678,2023-04-11,71℉,52℉,0.06in,0.06in,1.0,25mph
-44.719044,168.33681,2023-04-12,64℉,43℉,0.03in,0.03in,1.0,11mph
-40.180467,172.35332,2023-04-15,70℉,58℉,0in,0in,0,21mph
,,2023-04-15,104℉,72℉,0in,0in,0,6.9mph
-37.626404,176.078871,2023-04-15,67℉,58℉,0in,0in,0,21mph
-44.98932709,168.6725378,2023-04-15,62℉,43℉,0in,0in,0,9.2mph
-37.648415,176.181167,2023-04-16,68℉,59℉,0in,0in,0,22mph
-43.90370578,172.9502964,2023-04-16,60℉,54℉,0in,0in,0,25mph
-45.92416974,170.5072975,2023-04-17,68℉,36℉,0.01in,0.01in,1.0,6.5mph
-40.97834292,173.0560613,2023-04-17,67℉,54℉,0in,0in,0,8.9mph
-46.760498,167.651194,2023-04-17,68℉,53℉,0.00in,0.00in,1.0,18mph
-42.5223,175.3769,2023-04-18,63℉,60℉,0in,0in,0,27mph
-46.848575,168.218129,2023-04-18,60℉,54℉,0.37in,0.37in,1.0,23mph
-36.80738345,174.6529984,2023-04-19,73℉,64℉,0in,0in,0,18mph
-44.742773,168.327839,2023-04-19,61℉,43℉,0in,0in,0,7.9mph
-35.22655,174.148054,2023-04-21,80℉,66℉,0.50in,0.50in,1.0,19mph
-45.814617,170.624304,2023-04-21,60℉,38℉,0in,0in,0,5.8mph
-43.606314,172.711833,2023-04-21,57℉,54℉,0.78in,0.78in,1.0,6.8mph
-44.695993,168.340931,2023-04-22,62℉,42℉,0in,0in,0,8.8mph
-38.110536,175.627665,2023-04-22,70℉,64℉,0.36in,0.36in,1.0,16mph
-43.075,176.069,2023-04-23,61℉,55℉,0in,0in,0,24mph
-36.737253,174.760073,2023-04-23,66℉,63℉,0in,0in,0,17mph
-45.711651,166.946074,2023-04-23,60℉,47℉,0.51in,0.51in,1.0,37mph
-35.193776,174.300831,2023-04-24,65℉,54℉,0.03in,0.03in,1.0,21mph
,,2023-04-24,101℉,73℉,0.12in,0.12in,1.0,5.8mph
-36.822855,174.767229,2023-04-24,64℉,52℉,0.03in,0.03in,1.0,29mph
-41.342592,174.834727,2023-04-24,64℉,52℉,0.01in,0.01in,1.0,35mph
-36.815492,174.953461,2023-04-25,66℉,43℉,0in,0in,0,22mph
-42.39632,173.681457,2023-04-25,66℉,46℉,0in,0in,0,26mph
-44.005395,170.865844,2023-04-26,57℉,38℉,0.08in,0.08in,1.0,22mph
-39.046739,174.047078,2023-04-26,67℉,51℉,0.02in,0.02in,1.0,26mph
-37.65491,176.181632,2023-04-26,69℉,50℉,0in,0in,0,24mph
-37.6198161,176.1669684,2023-04-26,69℉,50℉,0in,0in,0,24mph
-48.060233,168.328446,2023-04-27,55℉,54℉,0.04in,0.04in,1.0,30mph
-43.21418,173.28701,2023-04-27,60℉,38℉,0.00in,0.00in,1.0,12mph
-46.615838,168.360045,2023-04-28,58℉,43℉,0in,0in,0,8.1mph
-41.6930556,175.928055,2023-04-28,65℉,49℉,0in,0in,0,4.7mph
-37.604217,176.192866,2023-04-28,63℉,47℉,0in,0in,0,10mph
-37.365,176.166,2023-04-29,63℉,56℉,0.06in,0.06in,1.0,23mph
-41.311488,174.806229,2023-04-29,64℉,50℉,0in,0in,0,15mph
-40.739216,175.111941,2023-04-30,64℉,48℉,0in,0in,0,14mph
-37.651653,176.177288,2023-04-30,65℉,59℉,0.35in,0.35in,1.0,25mph
-35.19538432,174.0235431,2023-04-30,69℉,62℉,3.5in,3.5in,1.0,21mph
-41.269041,174.787638,2023-05-01,63℉,56℉,0in,0in,0,15mph
-43.585337,172.853567,2023-05-02,67℉,54℉,0.05in,0.05in,1.0,23mph
-37.610412,176.173874,2023-05-02,69℉,64℉,0.27in,0.27in,1.0,14mph
-36.827725,174.9749742,2023-05-02,71℉,65℉,0.09in,0.09in,1.0,14mph
-36.827725,174.9749742,2023-05-02,71℉,65℉,0.09in,0.09in,1.0,14mph
-38.674402,178.014712,2023-05-03,72℉,61℉,0.09in,0.09in,1.0,12mph
-43.78,177.356,2023-05-03,62℉,60℉,0in,0in,0,29mph
,,2023-05-03,99℉,73℉,0.04in,0.04in,1.0,6.9mph
-39.040736,174.063821,2023-05-03,67℉,61℉,0.34in,0.34in,1.0,21mph
-42.442817,171.171948,2023-05-03,63℉,60℉,1.9in,1.9in,1.0,22mph
-39.468002,176.914566,2023-05-04,68℉,64℉,0in,0in,0,18mph
-35.393915,173.506233,2023-05-04,69℉,62℉,1.1in,1.1in,1.0,16mph
-37.655713,176.181643,2023-05-05,68℉,66℉,0in,0in,0,20mph
-36.181501,175.356987,2023-05-05,68℉,64℉,0.23in,0.23in,1.0,28mph
-39.475808,176.921404,2023-05-06,68℉,55℉,0in,0in,0,17mph
-36.814283,174.989935,2023-05-07,70℉,63℉,0.02in,0.02in,1.0,17mph
-36.78055,174.99153,2023-05-07,70℉,63℉,0.02in,0.02in,1.0,17mph
-37.65419864,176.1824656,2023-05-08,69℉,63℉,0.11in,0.11in,1.0,18mph
-36.33815,175.499349,2023-05-08,67℉,66℉,0.31in,0.31in,1.0,26mph
-45.41516181,167.7044263,2023-05-13,55℉,50℉,0.14in,0.14in,1.0,15mph
-41.284808,174.005706,2023-05-13,58℉,49℉,0.01in,0.01in,1.0,7.2mph
-43.5963889,170.8852778,2023-05-14,52℉,41℉,0.03in,0.03in,1.0,20mph
-35.2075,174.107777,2023-05-14,64℉,49℉,0.02in,0.02in,1.0,8.7mph
-37.65569,176.180002,2023-05-14,64℉,45℉,0in,0in,0,10mph
-37.627103,176.176702,2023-05-14,64℉,45℉,0in,0in,0,10mph
-41.269255,174.787218,2023-05-14,61℉,50℉,0in,0in,0,18mph
-46.594156,168.331444,2023-05-14,54℉,43℉,0.28in,0.28in,1.0,6.9mph
-43.605644,172.719391,2023-05-15,55℉,36℉,0.45in,0.45in,1.0,16mph
-35.620628,174.548841,2023-05-16,63℉,49℉,0.02in,0.02in,1.0,10mph
-37.606526,176.177691,2023-05-16,63℉,46℉,0in,0in,0,15mph
,,2023-05-18,101℉,75℉,0in,0in,0,5.4mph
-46.90803088,168.1094348,2023-05-18,52℉,46℉,0.09in,0.09in,1.0,15mph
-43.587612,172.825609,2023-05-19,52℉,48℉,0.28in,0.28in,1.0,7.3mph
-37.619624,176.165485,2023-05-20,66℉,59℉,0.28in,0.28in,1.0,26mph
-37.619624,176.165485,2023-05-20,66℉,59℉,0.28in,0.28in,1.0,26mph
-43.58,172.82,2023-05-20,52℉,50℉,0.03in,0.03in,1.0,18mph
-37.616291,176.172535,2023-05-20,66℉,59℉,0.28in,0.28in,1.0,26mph
-35.79572273,174.403558,2023-05-20,66℉,58℉,0.12in,0.12in,1.0,27mph
-39.476399,176.938828,2023-05-21,66℉,50℉,0.28in,0.28in,1.0,20mph
-37.616293,176.172524,2023-05-21,65℉,55℉,0.16in,0.16in,1.0,28mph
-37.614119,176.161792,2023-05-22,62℉,49℉,0.06in,0.06in,1.0,15mph
-36.837314,174.785878,2023-05-22,63℉,53℉,0.87in,0.87in,1.0,15mph
-41.269773,174.015578,2023-05-23,60℉,49℉,0.01in,0.01in,1.0,17mph
-41.321507,174.524261,2023-05-23,61℉,48℉,0.00in,0.00in,1.0,12mph
-37.605486,176.182954,2023-05-23,66℉,55℉,0.90in,0.90in,1.0,16mph
-36.879484,174.897224,2023-05-24,63℉,54℉,0.01in,0.01in,1.0,21mph
-35.547434,174.486483,2023-05-24,64℉,55℉,0in,0in,0,17mph
-43.62315304,172.9515839,2023-05-25,59℉,34℉,0in,0in,0,18mph
-36.83003502,174.7460461,2023-05-25,63℉,48℉,0in,0in,0,9.2mph
-44.385616,171.258859,2023-05-26,64℉,42℉,0in,0in,0,23mph
-37.30549,176.257406,2023-05-26,62℉,43℉,0.00in,0.00in,1.0,5.8mph
-36.120037,174.634054,2023-05-26,62℉,51℉,0in,0in,0,13mph
-44.669064,168.320515,2023-05-26,61℉,45℉,2.6in,2.6in,1.0,17mph
-37.75441,176.45483,2023-05-26,62℉,43℉,0in,0in,0,6.1mph
-35.83056258,174.4898929,2023-05-27,66℉,57℉,0.00in,0.00in,1.0,16mph
-34.146,173.1287,2023-05-29,66℉,60℉,0.35in,0.35in,1.0,43mph
-36.810133,174.645645,2023-05-29,68℉,58℉,0.47in,0.47in,1.0,25mph
-35.792351,174.351909,2023-05-31,64℉,52℉,0.01in,0.01in,1.0,10mph
-35.792351,174.351909,2023-05-31,64℉,52℉,0.01in,0.01in,1.0,10mph
-34.97259315,173.4993523,2023-06-01,65℉,45℉,0.01in,0.01in,1.0,10mph
-37.615001,176.184336,2023-06-02,66℉,54℉,0.03in,0.03in,1.0,22mph
-37.615001,176.184336,2023-06-02,66℉,54℉,0.03in,0.03in,1.0,22mph
-36.729052,174.99297,2023-06-03,62℉,53℉,0.04in,0.04in,1.0,19mph
-37.607948,176.158248,2023-06-03,61℉,46℉,0in,0in,0,18mph
-42.44295,170.55827,2023-06-04,52℉,46℉,0.77in,0.77in,1.0,15mph
-46.595587,168.338667,2023-06-04,50℉,36℉,0.43in,0.43in,1.0,15mph
-36.729276,174.993742,2023-06-04,62℉,46℉,0.01in,0.01in,1.0,17mph
-45.81468429,170.6239624,2023-06-05,50℉,35℉,0.02in,0.02in,1.0,10mph
-39.481874,177.22317,2023-06-05,61℉,51℉,0.02in,0.02in,1.0,17mph
-41.7152778,174.3708333,2023-06-06,53℉,50℉,0.01in,0.01in,1.0,31mph
-37.628925,176.162214,2023-06-06,59℉,53℉,0.26in,0.26in,1.0,18mph
-37.628925,176.162214,2023-06-06,59℉,53℉,0.26in,0.26in,1.0,18mph
-40.95403,173.891891,2023-06-07,53℉,47℉,0.00in,0.00in,1.0,23mph
-37.627945,176.215548,2023-06-07,63℉,48℉,0in,0in,0,11mph
-37.627945,176.215548,2023-06-08,63℉,49℉,0in,0in,0,16mph
-39.053962,174.03889,2023-06-08,58℉,44℉,0in,0in,0,14mph
-39.053962,174.03889,2023-06-08,58℉,44℉,0in,0in,0,14mph
-33.927564,178.698491,2023-06-08,62℉,60℉,0.48in,0.48in,1.0,25mph
-36.829673,175.689693,2023-06-09,61℉,47℉,0in,0in,0,22mph
-41.271993,174.821896,2023-06-12,56℉,47℉,0.01in,0.01in,1.0,22mph
-41.212772,174.339288,2023-06-13,56℉,44℉,0.00in,0.00in,1.0,20mph
-39.055703,174.04026,2023-06-13,60℉,43℉,0in,0in,0,13mph
-44.799691,168.349101,2023-06-13,49℉,35℉,0in,0in,0,7.5mph
-41.267687,174.816361,2023-06-15,57℉,45℉,0.00in,0.00in,1.0,14mph
-37.60663851,176.1687207,2023-06-15,58℉,39℉,0in,0in,0,10mph
-36.829245,174.759481,2023-06-16,54℉,49℉,0.24in,0.24in,1.0,11mph
-36.829245,174.759481,2023-06-16,54℉,49℉,0.24in,0.24in,1.0,11mph
-36.81368259,175.7167053,2023-06-16,59℉,42℉,0.24in,0.24in,1.0,20mph
-37.698612,176.309278,2023-06-16,57℉,40℉,0.35in,0.35in,1.0,11mph
-43.586572,172.830149,2023-06-16,52℉,36℉,0in,0in,0,20mph
-41.094,174.813,2023-06-17,59℉,43℉,0.02in,0.02in,1.0,14mph
-39.473757,176.914494,2023-06-18,57℉,54℉,0.91in,0.91in,1.0,16mph
-46.594312,168.327965,2023-06-18,52℉,30℉,0.01in,0.01in,1.0,6.5mph
-36.738585,174.756684,2023-06-18,59℉,47℉,0.10in,0.10in,1.0,8.6mph
-35.83324,174.48241,2023-06-19,61℉,43℉,0in,0in,0,8.2mph
-37.989031,177.246444,2023-06-19,60℉,49℉,0.17in,0.17in,1.0,11mph
-35.6344444,166.0072222,2023-06-19,60℉,57℉,0.10in,0.10in,1.0,15mph
-37.617585,176.161366,2023-06-20,59℉,46℉,0.41in,0.41in,1.0,9.2mph
-36.840295,174.757662,2023-06-20,62℉,49℉,0.06in,0.06in,1.0,11mph
-41.28072,174.905162,2023-06-20,59℉,48℉,0.01in,0.01in,1.0,6.7mph
-37.606812,176.170675,2023-06-21,61℉,54℉,0.20in,0.20in,1.0,23mph
-42.6166667,170.61638,2023-06-21,62℉,42℉,0in,0in,0,10mph
-41.253539,175.980269,2023-06-21,57℉,49℉,0.01in,0.01in,1.0,30mph
-42.59984514,172.7727096,2023-06-21,69℉,49℉,0in,0in,0,14mph
-37.613567,176.174076,2023-06-22,61℉,58℉,1.1in,1.1in,1.0,25mph
-39.4235,173.2121,2023-06-22,61℉,59℉,0.12in,0.12in,1.0,26mph
-41.284129,174.006393,2023-06-23,59℉,56℉,0.01in,0.01in,1.0,16mph
-37.6408333,176.276944,2023-06-23,63℉,57℉,0.26in,0.26in,1.0,16mph
-36.618,174.768,2023-06-23,63℉,52℉,0.47in,0.47in,1.0,10mph
-40.549119,175.191335,2023-06-24,61℉,55℉,0.02in,0.02in,1.0,16mph
-40.549119,175.191335,2023-06-24,61℉,55℉,0.02in,0.02in,1.0,16mph
-43.692313,170.179943,2023-06-24,44℉,28℉,0.02in,0.02in,1.0,9.2mph
-45.814248,170.626189,2023-06-26,49℉,35℉,0.03in,0.03in,1.0,5.8mph
-43.605971,172.720022,2023-06-26,54℉,49℉,0.01in,0.01in,1.0,14mph
-46.61965078,168.3712176,2023-06-26,53℉,39℉,0.09in,0.09in,1.0,5.8mph
-37.648895,176.180661,2023-06-27,58℉,47℉,0in,0in,0,13mph
-36.470371,174.401537,2023-06-28,60℉,52℉,0.07in,0.07in,1.0,16mph
-39.490267,176.923649,2023-06-28,58℉,43℉,0in,0in,0,15mph
-37.601833,176.144474,2023-06-29,60℉,53℉,0.07in,0.07in,1.0,24mph
-41.257106,173.277051,2023-06-30,56℉,40℉,0in,0in,0,11mph
-37.606286,176.158308,2023-07-01,59℉,48℉,0.64in,0.64in,1.0,31mph
-44.84158,168.384572,2023-07-02,42℉,36℉,0.00in,0.00in,1.0,15mph
-44.841738,168.384071,2023-07-02,42℉,36℉,0.00in,0.00in,1.0,15mph
-42.637167,170.6205,2023-07-03,52℉,36℉,0.08in,0.08in,1.0,11mph
-41.344,174.647,2023-07-03,57℉,40℉,0.02in,0.02in,1.0,34mph
-36.571822,-176.401655,2023-07-03,61℉,55℉,0.10in,0.10in,1.0,39mph
-36.841,174.763,2023-07-04,59℉,55℉,0.06in,0.06in,1.0,26mph
-36.841,174.763,2023-07-04,59℉,55℉,0.06in,0.06in,1.0,26mph
-41.286965,174.878569,2023-07-04,62℉,44℉,0in,0in,0,21mph
-41.275839,174.799562,2023-07-05,57℉,46℉,0in,0in,0,14mph
-41.289025,174.011558,2023-07-06,53℉,44℉,0.01in,0.01in,1.0,20mph
-36.08340742,174.5936751,2023-07-06,61℉,52℉,0.03in,0.03in,1.0,14mph
-35.274214,174.104204,2023-07-06,62℉,51℉,0.01in,0.01in,1.0,11mph
-36.789354,174.676931,2023-07-07,60℉,43℉,0.02in,0.02in,1.0,23mph
-44.739101,168.720858,2023-07-07,42℉,22℉,0in,0in,0,6.7mph
-37.615638,176.16372,2023-07-08,60℉,52℉,2.1in,2.1in,1.0,26mph
-36.842087,174.783205,2023-07-09,59℉,47℉,0.08in,0.08in,1.0,23mph
-37.694809,176.297605,2023-07-09,57℉,50℉,0.31in,0.31in,1.0,18mph
-42.514753,170.335507,2023-07-09,56℉,48℉,0.02in,0.02in,1.0,5.8mph
-45.008955,168.899366,2023-07-14,57℉,36℉,0.02in,0.02in,1.0,17mph
-36.831385,174.82339,2023-07-15,61℉,56℉,0.01in,0.01in,1.0,19mph
-45.043771,167.274671,2023-07-16,54℉,45℉,1.1in,1.1in,1.0,22mph
-34.424461,172.814613,2023-07-16,58℉,53℉,0in,0in,0,23mph
-37.125047,175.297152,2023-07-16,63℉,56℉,0.01in,0.01in,1.0,22mph
-37.597294,176.162323,2023-07-17,60℉,51℉,0in,0in,0,21mph
-39.05193,174.045872,2023-07-18,60℉,48℉,0in,0in,0,23mph
-39.478821,175.035902,2023-07-18,52℉,46℉,0.01in,0.01in,1.0,17mph
-37.597633,176.181474,2023-07-19,62℉,45℉,0in,0in,0,10mph
-39.629,178.569,2023-07-19,59℉,49℉,0in,0in,0,14mph
-37.608605,176.169785,2023-07-19,62℉,45℉,0in,0in,0,10mph
-37.621426,176.160137,2023-07-19,62℉,45℉,0in,0in,0,10mph
-39.466482,176.911148,2023-07-20,59℉,40℉,0in,0in,0,13mph
-41.169971,173.843752,2023-07-22,52℉,42℉,0.19in,0.19in,1.0,21mph
-37.603481,176.226244,2023-07-23,57℉,43℉,0in,0in,0,16mph
-36.687094,175.018714,2023-07-23,57℉,45℉,0in,0in,0,18mph
-37.639636,176.171972,2023-07-24,58℉,40℉,0in,0in,0,15mph
-37.649877,176.175539,2023-07-26,56℉,44℉,0.08in,0.08in,1.0,24mph
-40.366,174.194,2023-07-26,54℉,47℉,0.15in,0.15in,1.0,32mph
-36.787475,175.488041,2023-07-28,55℉,41℉,0.01in,0.01in,1.0,23mph
-17.771689,177.186912,2023-07-28,79℉,67℉,0.03in,0.03in,1.0,13mph
-43.68994,169.432204,2023-07-29,51℉,34℉,0in,0in,0,9.6mph
-37.602081,176.160945,2023-07-29,57℉,38℉,0in,0in,0,16mph
-41.289575,174.791329,2023-07-30,56℉,38℉,0in,0in,0,15mph
-41.7347222,144.5669444,2023-07-31,61℉,47℉,0.15in,0.15in,1.0,47mph
-39.054725,174.039601,2023-07-31,59℉,44℉,0.17in,0.17in,1.0,21mph
-37.33611,174.38327,2023-08-01,61℉,46℉,0.01in,0.01in,1.0,13mph
-41.284,170.029,2023-08-02,52℉,49℉,0.06in,0.06in,1.0,46mph
-41.373165,174.836033,2023-08-02,54℉,46℉,0.47in,0.47in,1.0,38mph
-46.904173,168.123108,2023-08-02,45℉,40℉,0.21in,0.21in,1.0,40mph
-41.255912,173.284475,2023-08-03,55℉,33℉,0in,0in,0,13mph
-39.05563,174.034628,2023-08-04,59℉,34℉,0.01in,0.01in,1.0,21mph
-45.735382,166.652285,2023-08-04,55℉,47℉,0.50in,0.50in,1.0,30mph
-40.932534,173.799568,2023-08-04,54℉,44℉,0in,0in,0,11mph
-41.281246,174.793211,2023-08-05,54℉,40℉,0in,0in,0,24mph
-38.470049,171.249384,2023-08-05,58℉,55℉,0.01in,0.01in,1.0,22mph
-37.991841,177.263744,2023-08-05,62℉,35℉,0in,0in,0,13mph
-37.673918,176.172338,2023-08-07,61℉,45℉,0in,0in,0,14mph
-37.673918,176.172338,2023-08-07,61℉,45℉,0in,0in,0,14mph
-44.381926,171.259063,2023-08-08,51℉,28℉,0.02in,0.02in,1.0,9.2mph
-41.35464929,174.8316193,2023-08-09,52℉,37℉,0.00in,0.00in,1.0,10mph
-41.258179,173.275453,2023-08-09,52℉,31℉,0.02in,0.02in,1.0,11mph
-41.050613,174.041025,2023-08-09,52℉,39℉,0.01in,0.01in,1.0,11mph
-41.258509,173.275526,2023-08-10,49℉,34℉,0.04in,0.04in,1.0,11mph
-37.670564,176.177386,2023-08-10,57℉,42℉,0.08in,0.08in,1.0,16mph
-36.84174217,174.7787883,2023-08-10,56℉,45℉,0.21in,0.21in,1.0,18mph
-36.844167,174.812251,2023-08-12,58℉,44℉,0in,0in,0,10mph
-40.922384,176.257524,2023-08-12,52℉,41℉,0in,0in,0,20mph
-37.65447046,176.1822617,2023-08-12,57℉,36℉,0in,0in,0,10mph
-37.617123,176.156572,2023-08-14,63℉,41℉,0.02in,0.02in,1.0,15mph
-36.822067,174.918592,2023-08-15,59℉,47℉,0.04in,0.04in,1.0,14mph
-36.822067,174.918592,2023-08-15,59℉,47℉,0.04in,0.04in,1.0,14mph
-43.587848,172.832767,2023-08-17,51℉,35℉,0.02in,0.02in,1.0,15mph
-43.606337,172.720654,2023-08-17,51℉,35℉,0.01in,0.01in,1.0,13mph
-44.684023,168.329911,2023-08-18,48℉,23℉,0.32in,0.32in,1.0,6.9mph
-44.987194,168.669993,2023-08-19,51℉,40℉,0.01in,0.01in,1.0,25mph
-40.452437,175.209858,2023-08-20,60℉,51℉,0.29in,0.29in,1.0,14mph
-37.394107,174.7087,2023-08-20,58℉,53℉,0.74in,0.74in,1.0,13mph
-45.75094267,166.659504,2023-08-20,53℉,46℉,1.3in,1.3in,1.0,31mph
-41.264566,174.787851,2023-08-21,54℉,48℉,0.04in,0.04in,1.0,37mph
-36.80995632,175.0270061,2023-08-27,60℉,50℉,0.01in,0.01in,1.0,17mph
,,2023-08-28,90℉,75℉,0.04in,0.04in,1.0,8.1mph
-34.127182,179.725306,2023-08-28,58℉,55℉,0.02in,0.02in,1.0,22mph
-41.258441,173.280919,2023-08-28,52℉,43℉,0.10in,0.10in,1.0,13mph
-41.258441,173.280919,2023-08-28,52℉,43℉,0.10in,0.10in,1.0,13mph
-37.595982,176.164856,2023-08-28,60℉,44℉,0in,0in,0,11mph
-37.621426,176.167066,2023-08-28,60℉,44℉,0in,0in,0,11mph
-36.809379,175.026833,2023-08-28,57℉,46℉,0.01in,0.01in,1.0,14mph
-41.398333,174.835,2023-08-28,48℉,39℉,0.06in,0.06in,1.0,28mph
-36.84301,174.781098,2023-08-28,57℉,46℉,0.02in,0.02in,1.0,14mph
1.464987,103.824275,2023-08-28,89℉,79℉,0.29in,0.29in,1.0,12mph
-41.364763,174.811972,2023-08-29,55℉,39℉,0in,0in,0,15mph
-37.667452,176.165368,2023-08-29,58℉,38℉,0in,0in,0,10mph
-35.45961102,174.8165969,2023-08-29,58℉,45℉,0in,0in,0,7.5mph
-35.45961102,174.8165969,2023-08-29,58℉,45℉,0in,0in,0,7.5mph
-43.585105,172.82319,2023-08-30,58℉,40℉,0.00in,0.00in,1.0,12mph
-37.619065,176.182034,2023-08-30,58℉,37℉,0in,0in,0,10mph
-39.480404,175.043914,2023-08-30,51℉,30℉,0.00in,0.00in,1.0,11mph
-41.265158,174.789503,2023-08-31,58℉,52℉,0.00in,0.00in,1.0,28mph
-46.594168,168.331643,2023-09-01,60℉,50℉,0.02in,0.02in,1.0,21mph
1.238391366,106.7271955,2023-09-01,83℉,82℉,0in,0in,0,19mph
-37.744897,176.418793,2023-09-01,59℉,40℉,0in,0in,0,6.8mph
-41.65221466,171.6369349,2023-09-01,58℉,38℉,0in,0in,0,11mph
-36.841286,174.781807,2023-09-02,66℉,47℉,0.00in,0.00in,1.0,17mph
-38.684781,176.066261,2023-09-02,54℉,33℉,0in,0in,0,11mph
-42.425187,173.681684,2023-09-02,57℉,48℉,0in,0in,0,28mph
-37.53080644,178.1707763,2023-09-02,63℉,51℉,0in,0in,0,14mph
-37.710899,176.3313,2023-09-03,62℉,51℉,0in,0in,0,17mph
-41.270132,174.787823,2023-09-04,59℉,43℉,0.00in,0.00in,1.0,12mph
-37.624708,176.160178,2023-09-04,61℉,52℉,0in,0in,0,22mph
-44.798135,168.346165,2023-09-05,56℉,40℉,0in,0in,0,6.9mph
-44.439513,168.043528,2023-09-06,57℉,45℉,1.8in,1.8in,1.0,13mph
-41.271073,174.787931,2023-09-07,63℉,52℉,0.09in,0.09in,1.0,25mph
